published,published_year_long,published_year_short,country,designer,name,product_id
2022/09/01,2022,22,Norway,PetiteKnit,Twists & Turns: Westknits MKAL 2022,800952
2014/05/01,2014,14,Norway,Stephen West,Vertices Unite,212683
2020/07/01,2020,20,Norway,Andrea Mowry,Novice Cardigan - Mohair Edition,623933
2020/01/01,2020,20,Norway,Sari Nordlund,Cozy Classic Raglan,578878
2017/09/01,2017,17,Norway,Joji Locatelli,Treysta,448363
2018/07/01,2018,18,Norway,Jennifer Steingass,Marettimo,472539
2021/03/01,2021,21,Norway,PetiteKnit,Louvre Sweater,682282
2018/09/01,2018,18,Norway,Stephen West,Nurtured,484867
2019/03/01,2019,19,Norway,Sari Nordlund,Mycroft,522403
2019/05/01,2019,19,Norway,Isabell Kraemer,Sunday Cardigan - Mohair Edition,533355
2020/03/01,2020,20,Norway,Stephen West,Goldwing,594882
2020/08/01,2020,20,Norway,PetiteKnit,Novice Cardigan – Chunky Edition,634635
2020/10/01,2020,20,Norway,Isabell Kraemer,Bean & Olive,642925
2020/10/01,2020,20,Norway,Isabell Kraemer,Zipper Sweater,649561
2020/12/01,2020,20,Norway,Helen Stewart,November Jacket,659324
2022/09/01,2022,22,Norway,Stephen West,Moby Sweater,806932
2019/08/01,2019,19,Norway,PetiteKnit,Diaphanous Raglan,547148
2019/09/01,2019,19,Norway,Isabell Kraemer,Framework Bralette,558234
2015/08/01,2015,15,Norway,Jennifer Steingass,Reagan,286756
2016/04/01,2016,16,Norway,Jessie Maed Designs,Willum's Overalls,384847
2019/05/01,2019,19,Norway,Caitlin Hunter,Newleaf,530619
2019/05/01,2019,19,Norway,Jessie Maed Designs,Navelli,532390
2020/05/01,2020,20,Norway,PetiteKnit,Venezia Shawl,608588
2022/02/01,2022,22,Norway,Caitlin Hunter,SSP (slip stitch party) shawl,760826
2016/10/01,2016,16,Norway,Sari Nordlund,Teddy Bear Sweater,384845
2018/01/01,2018,18,Norway,Isabell Kraemer,Hanstholm Sweater,439507
2019/04/01,2019,19,Norway,Helen Stewart,Copenhagen Cardigan,527729
2020/11/01,2020,20,Norway,Andrea Mowry,forager,653904
2019/01/01,2019,19,Norway,PetiteKnit,Oslo Hat - Mohair Edition,507367
2021/12/01,2021,21,Norway,Stephen West,Avena,743793
2015/07/01,2015,15,Norway,PetiteKnit,Edie,283845
2018/09/01,2018,18,Norway,Jessie Maed Designs,Elton,482230
2018/12/01,2018,18,Norway,Andrea Mowry,Spector,499419
2019/08/01,2019,19,Norway,Stephen West,Storm Shawl,548392
2019/09/01,2019,19,Norway,Joji Locatelli,Starflake,552426
2020/10/01,2020,20,Norway,Jessie Maed Designs,Slipstravaganza,638797
2019/05/01,2019,19,Norway,Stephen West,Altheda,535801
2019/06/01,2019,19,Norway,Stephen West,Gardengate,540726
2019/09/01,2019,19,Norway,Isabell Kraemer,Cumulus Tee,554669
2022/03/01,2022,22,Norway,Sari Nordlund,Ingrid Sweater,765040
2020/01/01,2020,20,Norway,PetiteKnit,Hinterland,578492
2021/10/01,2021,21,Norway,Sari Nordlund,Shawlography: Westknits MKAL 2021,719770
2018/03/01,2018,18,Norway,Helen Stewart,Dreyma,499564
2021/01/01,2021,21,Norway,Joji Locatelli,Lightweight Hipster,666658
2019/05/01,2019,19,Norway,Andrea Mowry,Sunday Tee,530585
2020/06/01,2020,20,Norway,Helen Stewart,The Weekender Light,619625
2022/05/01,2022,22,Norway,Andrea Mowry,Miss May Shawl MKAL,780917
2020/09/01,2020,20,Norway,PetiteKnit,Wednesday Sweater,638568
2017/10/01,2017,17,Norway,Caitlin Hunter,Arboreal,423085
2021/03/01,2021,21,Norway,Jennifer Steingass,Marseille Sweater,686416
2015/09/01,2015,15,Norway,Jessie Maed Designs,Paris Toujours,295020
2021/04/01,2021,21,Norway,Caitlin Hunter,Champagne Cardigan,689694
2014/10/01,2014,14,Norway,Caitlin Hunter,Exploration Station,236350
2020/04/01,2020,20,Norway,Joji Locatelli,Friday Slipover V-neck,602675
2022/07/01,2022,22,Norway,Jennifer Steingass,Sophie Scarf,793448
2017/09/01,2017,17,Norway,Jennifer Steingass,a girl's best friend,418737
2018/05/01,2018,18,Norway,Sari Nordlund,Sipila,461235
2014/06/01,2014,14,Norway,Isabell Kraemer,Dotted Rays,216856
2017/02/01,2017,17,Norway,Isabell Kraemer,Ninilchik Swoncho,381733
2017/08/01,2017,17,Norway,PetiteKnit,Anker's Cardigan - My Size,412541
2018/03/01,2018,18,Norway,Jessie Maed Designs,Balloon Sweater,452464
2018/08/01,2018,18,Norway,Joji Locatelli,Teroldego,473014
2022/10/01,2022,22,Norway,Caitlin Hunter,Simply Scrappy Cowl,810825
2018/05/01,2018,18,Norway,Stephen West,Balloon Cardigan,460183
2018/08/01,2018,18,Norway,Stephen West,Stockholm Sweater,475072
2018/08/01,2018,18,Norway,Caitlin Hunter,The Throwback,479097
2018/09/01,2018,18,Norway,Sari Nordlund,Poet,521694
2017/09/01,2017,17,Norway,Joji Locatelli,Fern & Feather,441195
2018/10/01,2018,18,Norway,Jennifer Steingass,Novice Sweater,490954
2020/03/01,2020,20,Norway,PetiteKnit,Holiday Slipover,598135
2013/08/01,2013,13,Norway,Jennifer Steingass,ravello,169269
2015/01/01,2015,15,Norway,Stephen West,3 Color Cashmere Cowl,252319
2017/03/01,2017,17,Norway,Sari Nordlund,Aileas,385449
2017/05/01,2017,17,Norway,Stephen West,Birkin,422038
2019/08/01,2019,19,Norway,Caitlin Hunter,September Sweater,548148
2019/11/01,2019,19,Norway,PetiteKnit,Stockholm Slipover,571599
2017/05/01,2017,17,Norway,Isabell Kraemer,Birds of a Feather,410932
2018/08/01,2018,18,Norway,Jennifer Steingass,Ripple Bralette,475872
2015/10/01,2015,15,Norway,Sari Nordlund,The Doodler,297314
2018/06/01,2018,18,Norway,PetiteKnit,Yume,465114
2017/05/01,2017,17,Norway,Sari Nordlund,Free Your Fade,398559
2019/01/01,2019,19,Norway,PetiteKnit,Shifty,509524
2019/03/01,2019,19,Norway,Helen Stewart,Soldotna Crop,520350
2019/04/01,2019,19,Norway,PetiteKnit,Mariechen,525263
2017/01/01,2017,17,Norway,Isabell Kraemer,Telja,398436
2018/03/01,2018,18,Norway,Isabell Kraemer,Tecumseh,453077
2016/11/01,2016,16,Norway,Andrea Mowry,Basic Raglan Pullover,411258
2016/12/01,2016,16,Norway,Jessie Maed Designs,Kobuk,374033
2018/01/01,2018,18,Norway,Sari Nordlund,Vintersol,436274
2019/02/01,2019,19,Norway,PetiteKnit,Sunday Cardigan,515538
2017/03/01,2017,17,Norway,Caitlin Hunter,Anker's Sweater - My size,389377
2018/03/01,2018,18,Norway,Stephen West,Rose,450985
2016/04/01,2016,16,Norway,Helen Stewart,Spindrift Shawl,330620
2018/06/01,2018,18,Norway,Sari Nordlund,Wool & Honey,464959
2018/12/01,2018,18,Norway,Joji Locatelli,Sunday Sweater,502461
2020/03/01,2020,20,Norway,Isabell Kraemer,My Little Secret Crop,597316
2017/10/01,2017,17,Norway,Joji Locatelli,Zweig,419942
2012/08/01,2012,12,Norway,PetiteKnit,Boxy,112495
2017/08/01,2017,17,Norway,Caitlin Hunter,What the Fade?!,408552
2014/03/01,2014,14,Norway,Isabell Kraemer,Penguono,201892
2018/01/01,2018,18,Norway,Joji Locatelli,Hipster Shawl,441268
2017/11/01,2017,17,Norway,Stephen West,Humulus,429034
2017/04/01,2017,17,Norway,Sari Nordlund,So Faded,392366
2018/10/01,2018,18,Norway,Joji Locatelli,Nightshift,489063
2018/08/01,2018,18,Norway,PetiteKnit,Oslo Hat,479056
2018/06/01,2018,18,Norway,PetiteKnit,Cumulus Blouse,466153
2017/05/01,2017,17,Norway,Andrea Mowry,Tegna,395690
2017/10/01,2017,17,Norway,Isabell Kraemer,Comfort Fade Cardi,421681
2018/03/01,2018,18,Norway,Andrea Mowry,The Shift,450988
2017/09/01,2017,17,Norway,Jessie Maed Designs,No Frills Cardigan,415001
2017/06/01,2017,17,Norway,Helen Stewart,Anker's Summer Shirt,401635
2019/11/01,2019,19,Norway,Stephen West,Habitation Throw,575746
2017/11/01,2017,17,Norway,Helen Stewart,The Weekender,427123
2019/08/01,2019,19,Norway,Isabell Kraemer,Ghost Horses,555488
2016/12/01,2016,16,Norway,PetiteKnit,Find Your Fade,369582
2016/11/01,2016,16,Norway,Helen Stewart,No Frills Sweater,384834
2022/11/01,2022,22,Ireland,PetiteKnit,Medley Mitts,821246
2022/11/01,2022,22,Ireland,Stephen West,Medley Hat,821245
2022/12/01,2022,22,Ireland,Stephen West,Painting Bricks Mittens,822986
2022/11/01,2022,22,Ireland,Sarah Schira,Ilya,821295
2021/10/01,2021,21,Ireland,Andrea Mowry,Penny Gloves,729754
2021/12/01,2021,21,Ireland,Sarah Schira,Harlow Worsted,743310
2022/05/01,2022,22,Ireland,Sarah Schira,Stria Hat,779815
2022/11/01,2022,22,Ireland,PetiteKnit,Oddments Cowl,821247
2021/03/01,2021,21,Ireland,PetiteKnit,Wild Bees Socks,722789
2022/04/01,2022,22,Ireland,Sarah Schira,Ayami,772513
2022/12/01,2022,22,Ireland,Caitlin Hunter,December Bow,821812
2022/12/01,2022,22,Ireland,Sarah Schira,Zig,822953
2021/03/01,2021,21,Ireland,Stephen West,Picnic Blanket Socks,681991
2021/12/01,2021,21,Ireland,Andrea Mowry,Spiraling Cables Triangle,734279
2022/02/01,2022,22,Ireland,Joji Locatelli,Metamorphic,757113
2022/06/01,2022,22,Ireland,Sarah Schira,Ripple Halter,784508
2022/09/01,2022,22,Ireland,Andrea Mowry,22 Cowl,804059
2022/11/01,2022,22,Ireland,Casapinka,B(l)ack to Life,816604
2022/11/01,2022,22,Ireland,Andrea Mowry,Bear Paw Socks,817274
2020/07/01,2020,20,Ireland,Andrea Mowry,Dreaming of Paris,623864
2021/08/01,2021,21,Ireland,Sarah Schira,Some Me Time (Shawl),719636
2022/04/01,2022,22,Ireland,Andrea Mowry,Inclinations Cowl,775474
2021/06/01,2021,21,Ireland,PetiteKnit,Dingley Dell,702060
2021/11/01,2021,21,Ireland,Sarah Schira,DRK Everyday Sweater,736283
2022/05/01,2022,22,Ireland,Helen Stewart,Ingrid Sweater Junior,781373
2022/08/01,2022,22,Ireland,Andrea Mowry,Monday Sweater,795863
2022/09/01,2022,22,Ireland,Andrea Mowry,Dustland Socks,804658
2021/06/01,2021,21,Ireland,Andrea Mowry,Weekend Slipover,703204
2022/03/01,2022,22,Ireland,PetiteKnit,Oksa,764725
2022/07/01,2022,22,Ireland,Caitlin Hunter,Alpenglow I,793713
2022/08/01,2022,22,Ireland,Joji Locatelli,Rain or Shine Socks,797798
2022/08/01,2022,22,Ireland,Joji Locatelli,The Lone Skein Shawl,798891
2022/11/01,2022,22,Ireland,Sarah Schira,Tiree,821266
2021/11/01,2021,21,Ireland,PetiteKnit,Curio Socks,738062
2022/12/01,2022,22,Ireland,Andrea Mowry,Arco Iris,821855
2021/03/01,2021,21,Ireland,Andrea Mowry,Emsworth,683916
2021/05/01,2021,21,Ireland,Andrea Mowry,Flicker & Flame,697561
2021/11/01,2021,21,Ireland,PetiteKnit,Cabled Trellis Shawl,734284
2021/11/01,2021,21,Ireland,Sarah Schira,Halibut,735266
2022/02/01,2022,22,Ireland,PetiteKnit,Gr8 Gingham Raglan,759497
2022/07/01,2022,22,Ireland,PetiteKnit,Shawl Smorgasbord,792496
2019/05/01,2019,19,Ireland,Andrea Mowry,Shiftalong,534498
2019/10/01,2019,19,Ireland,Andrea Mowry,Gno Fun Like Gnome Fun,560149
2020/02/01,2020,20,Ireland,Sarah Schira,Pink Velvet,590021
2020/06/01,2020,20,Ireland,Sarah Schira,Botanic Shawl,621739
2020/09/01,2020,20,Ireland,PetiteKnit,Sunday Socks,637063
2022/05/01,2022,22,Ireland,Caitlin Hunter,Elah,781180
2020/11/01,2020,20,Ireland,Jessie Maed Designs,STRIPES!,655491
2021/02/01,2021,21,Ireland,Andrea Mowry,Flying Birds Shorties,676692
2021/07/01,2021,21,Ireland,Casapinka,Illuminate,710697
2021/08/01,2021,21,Ireland,Isabell Kraemer,"All Work, Gnome Play",716311
2022/10/01,2022,22,Ireland,Jessie Maed Designs,Halu,813744
2020/08/01,2020,20,Ireland,Stephen West,Misurina,630373
2020/09/01,2020,20,Ireland,Andrea Mowry,Cozy Classic Light,637789
2021/04/01,2021,21,Ireland,Isabell Kraemer,Gnot Just Another Gnome,690984
2022/07/01,2022,22,Ireland,Stephen West,Sharon Air,792614
2021/09/01,2021,21,Ireland,PetiteKnit,Douglas Cardi,721033
2021/10/01,2021,21,Ireland,Andrea Mowry,Inclinations Shawl,732766
2022/05/01,2022,22,Ireland,Isabell Kraemer,Easy V,783000
2017/12/01,2017,17,Ireland,Isabell Kraemer,Hipster Hat,436195
2020/01/01,2020,20,Ireland,Casapinka,Gnome Is Where You Hang Your Hat,582181
2021/01/01,2021,21,Ireland,Joji Locatelli,November Balaclava,670199
2022/03/01,2022,22,Ireland,Caitlin Hunter,Dustland Sweater,765034
2022/10/01,2022,22,Ireland,PetiteKnit,Northwoods V Neck,809843
2022/10/01,2022,22,Ireland,Helen Stewart,Sophie Shawl,810888
2021/01/01,2021,21,Ireland,Andrea Mowry,Terrazzo Neck,668635
2021/09/01,2021,21,Ireland,Isabell Kraemer,Beaufort 5,724772
2022/12/01,2022,22,Ireland,Stephen West,Aurora Cabin Shawl,815740
2020/05/01,2020,20,Ireland,Casapinka,Stockholm Slipover V-neck,611370
2020/05/01,2020,20,Ireland,Stephen West,Terrazzo Sweater,611651
2021/05/01,2021,21,Ireland,Andrea Mowry,Jakers,697595
2021/10/01,2021,21,Ireland,Isabell Kraemer,The Frank Shawl,730876
2020/09/01,2020,20,Ireland,Helen Stewart,Friday Sweater Mini,642286
2021/03/01,2021,21,Ireland,Caitlin Hunter,Laia,681492
2021/06/01,2021,21,Ireland,Andrea Mowry,Outline Tee,702905
2021/01/01,2021,21,Ireland,Jessie Maed Designs,Curling Mist Socks,722679
2021/04/01,2021,21,Ireland,Jessie Maed Designs,Noncho,693551
2022/04/01,2022,22,Ireland,PetiteKnit,Make Gnome Mistake,772292
2021/03/01,2021,21,Ireland,Sarah Schira,Outline Tank,683836
2021/03/01,2021,21,Ireland,PetiteKnit,Anker Tee,687010
2021/11/01,2021,21,Ireland,Helen Stewart,Leave Gnome Stone Unturned,734281
2022/02/01,2022,22,Ireland,Andrea Mowry,Sille Slipover,755584
2022/07/01,2022,22,Ireland,Andrea Mowry,Lace & Fade Boxy,789937
2020/04/01,2020,20,Ireland,Jessie Maed Designs,April Cardigan,605390
2020/02/01,2020,20,Ireland,Andrea Mowry,Fantastitch,590243
2020/07/01,2020,20,Ireland,Joji Locatelli,Cinnabar,629274
2021/07/01,2021,21,Ireland,Stephen West,Dustland Shawl,712027
2022/04/01,2022,22,Ireland,PetiteKnit,Ric Rac,776501
2021/04/01,2021,21,Ireland,Jessie Maed Designs,Friday Tee,693946
2022/08/01,2022,22,Ireland,PetiteKnit,Choose Your Gnome Adventure,794749
2020/07/01,2020,20,Ireland,PetiteKnit,Nice to Gnome You,623884
2018/12/01,2018,18,Ireland,Andrea Mowry,Gnome Pun Intended,501657
2020/12/01,2020,20,Ireland,PetiteKnit,DRK Everyday Socks,658563
2022/01/01,2022,22,Ireland,PetiteKnit,Marble Mount,753647
2020/12/01,2020,20,Ireland,PetiteKnit,Pink Fizz,660524
2018/05/01,2018,18,Ireland,Stephen West,Harlow,462971
2020/03/01,2020,20,Ireland,Stephen West,The Throwover,596247
2020/03/01,2020,20,Ireland,Isabell Kraemer,Cloudesley,601255
2019/12/01,2019,19,Ireland,Andrea Mowry,Louisiana Sweater,579708
2020/12/01,2020,20,Ireland,Casapinka,Winter Lights Shawl,666693
2021/10/01,2021,21,Ireland,Caitlin Hunter,Fjolla,729940
2017/02/01,2017,17,Ireland,Jessie Maed Designs,Anker's Sweater,384822
2018/04/01,2018,18,Ireland,Casapinka,Stockholm Hat,456607
2019/07/01,2019,19,Ireland,PetiteKnit,Super Simple Summer Sweater,543429
2021/11/01,2021,21,Ireland,Sarah Schira,Weekend Slipover V-neck,734874
2021/01/01,2021,21,Ireland,Andrea Mowry,Winters Beach Cardi,669667
2022/09/01,2022,22,Ireland,Caitlin Hunter,Twists & Turns: Westknits MKAL 2022,800952
2014/05/01,2014,14,Ireland,Andrea Mowry,Vertices Unite,212683
2020/01/01,2020,20,Ireland,Andrea Mowry,Cozy Classic Raglan,578878
2022/03/01,2022,22,Ireland,Joji Locatelli,(no need to) Panic Sweater,767179
2021/03/01,2021,21,Ireland,Casapinka,Louvre Sweater,682282
2020/08/01,2020,20,Ireland,Caitlin Hunter,Novice Cardigan – Chunky Edition,634635
2020/10/01,2020,20,Ireland,PetiteKnit,Bean & Olive,642925
2020/10/01,2020,20,Ireland,Helen Stewart,Zipper Sweater,649561
2022/09/01,2022,22,Ireland,PetiteKnit,Moby Sweater,806932
2019/08/01,2019,19,Ireland,Isabell Kraemer,"Oh, Gnome, You Didn't",549033
2019/09/01,2019,19,Ireland,Casapinka,Framework Bralette,558234
2020/10/01,2020,20,Ireland,PetiteKnit,Sharon's Glamping Blanket,647247
2019/02/01,2019,19,Ireland,Stephen West,Gnome De Plume,514497
2019/05/01,2019,19,Ireland,PetiteKnit,Navelli,532390
2020/05/01,2020,20,Ireland,Jessie Maed Designs,Venezia Shawl,608588
2022/02/01,2022,22,Ireland,Stephen West,SSP (slip stitch party) shawl,760826
2019/01/01,2019,19,Ireland,Joji Locatelli,Oslo Hat - Mohair Edition,507367
2018/09/01,2018,18,Ireland,Andrea Mowry,Elton,482230
2019/08/01,2019,19,Ireland,Jessie Maed Designs,Storm Shawl,548392
2020/10/01,2020,20,Ireland,Helen Stewart,Slipstravaganza,638797
2017/08/01,2017,17,Ireland,Isabell Kraemer,Never Not Gnoming,410406
2019/09/01,2019,19,Ireland,Isabell Kraemer,Cumulus Tee,554669
2022/03/01,2022,22,Ireland,Stephen West,Ingrid Sweater,765040
2021/10/01,2021,21,Ireland,PetiteKnit,Shawlography: Westknits MKAL 2021,719770
2021/01/01,2021,21,Ireland,Isabell Kraemer,Lightweight Hipster,666658
2020/06/01,2020,20,Ireland,PetiteKnit,The Weekender Light,619625
2022/05/01,2022,22,Ireland,Isabell Kraemer,Miss May Shawl MKAL,780917
2020/11/01,2020,20,Ireland,PetiteKnit,ADVENTure Gnome,650830
2021/03/01,2021,21,Ireland,Caitlin Hunter,Marseille Sweater,686416
2021/04/01,2021,21,Ireland,Helen Stewart,Champagne Cardigan,689694
2022/07/01,2022,22,Ireland,Caitlin Hunter,Sophie Scarf,793448
2014/06/01,2014,14,Ireland,Joji Locatelli,Dotted Rays,216856
2022/10/01,2022,22,Ireland,Joji Locatelli,Simply Scrappy Cowl,810825
2021/07/01,2021,21,Ireland,Andrea Mowry,The Snark-o-meter,711679
2018/10/01,2018,18,Ireland,Andrea Mowry,Novice Sweater,490954
2020/03/01,2020,20,Ireland,Stephen West,Holiday Slipover,598135
2019/11/01,2019,19,Ireland,PetiteKnit,Stockholm Slipover,571599
2017/05/01,2017,17,Ireland,Isabell Kraemer,Birds of a Feather,410932
2018/08/01,2018,18,Ireland,Andrea Mowry,Ripple Bralette,475872
2018/06/01,2018,18,Ireland,Stephen West,Yume,465114
2019/01/01,2019,19,Ireland,PetiteKnit,Shifty,509524
2019/03/01,2019,19,Ireland,Helen Stewart,Soldotna Crop,520350
2019/04/01,2019,19,Ireland,PetiteKnit,Mariechen,525263
2020/07/01,2020,20,Ireland,Isabell Kraemer,The Sharon Show,627551
2019/02/01,2019,19,Ireland,PetiteKnit,Sunday Cardigan,515538
2017/03/01,2017,17,Ireland,Joji Locatelli,Anker's Sweater - My size,389377
2018/06/01,2018,18,Ireland,Andrea Mowry,Wool & Honey,464959
2018/12/01,2018,18,Ireland,PetiteKnit,Sunday Sweater,502461
2020/03/01,2020,20,Ireland,Stephen West,My Little Secret Crop,597316
2017/10/01,2017,17,Ireland,Joji Locatelli,Zweig,419942
2018/07/01,2018,18,Ireland,PetiteKnit,Here We Gnome Again,472112
2017/11/01,2017,17,Ireland,PetiteKnit,Humulus,429034
2017/04/01,2017,17,Ireland,Jessie Maed Designs,So Faded,392366
2018/10/01,2018,18,Ireland,PetiteKnit,Nightshift,489063
2018/08/01,2018,18,Ireland,Joji Locatelli,Oslo Hat,479056
2018/06/01,2018,18,Ireland,PetiteKnit,Cumulus Blouse,466153
2017/05/01,2017,17,Ireland,Casapinka,Tegna,395690
2017/10/01,2017,17,Ireland,Helen Stewart,Comfort Fade Cardi,421681
2018/03/01,2018,18,Ireland,PetiteKnit,The Shift,450988
2017/06/01,2017,17,Ireland,Stephen West,Anker's Summer Shirt,401635
2019/11/01,2019,19,Ireland,PetiteKnit,Habitation Throw,575746
2017/11/01,2017,17,Ireland,Isabell Kraemer,The Weekender,427123
2016/12/01,2016,16,Ireland,PetiteKnit,Find Your Fade,369582
2016/11/01,2016,16,Ireland,Joji Locatelli,No Frills Sweater,384834
2022/12/01,2022,22,Latvia,PetiteKnit,Athena sweater,823731
2022/12/01,2022,22,Latvia,Stephen West,No. 2 Wilbur Sweater Ladies,
2022/12/01,2022,22,Latvia,Stephen West,No. 3 Wilbur Sweater Men,
2022/12/01,2022,22,Latvia,Sarah Schira,No. 5 Kelly Sweater w/slit in Tweed Recycled,
2022/12/01,2022,22,Latvia,All Knit Up Designs,No. 6 Guernsey Sweater in Tweed Recycled,
2022/12/01,2022,22,Latvia,Andrea Mowry,No. 7 Guernsey Sweater Men in Tweed Recycled,
2022/11/01,2022,22,Latvia,Sarah Schira,Ilya,821295
2022/12/01,2022,22,Latvia,Sarah Schira,Christmas Tree Ornament,823805
2022/12/01,2022,22,Latvia,PetiteKnit,Leannán Shawl,823781
2022/12/01,2022,22,Latvia,Arianna Frasca,Zig,822953
2020/06/01,2020,20,Latvia,Crazy Sock Lady Designs,"Vanilla Socks on 9"" Circulars",616301
2022/11/01,2022,22,Latvia,PetiteKnit,Bear Paw Socks,817274
2020/06/01,2020,20,Latvia,Sandnes Design,Vanilla Socks on Magic Loop,616297
2022/04/01,2022,22,Latvia,Sarah Schira,Inclinations Cowl,775474
2022/07/01,2022,22,Latvia,Crazy Sock Lady Designs,Alpenglow I,793713
2021/05/01,2021,21,Latvia,Caitlin Hunter,Flicker & Flame,697561
2019/10/01,2019,19,Latvia,Sarah Schira,Gno Fun Like Gnome Fun,560149
2021/08/01,2021,21,Latvia,Sandnes Design,"All Work, Gnome Play",716311
2021/04/01,2021,21,Latvia,Stephen West,Gnot Just Another Gnome,690984
2022/05/01,2022,22,Latvia,Sandnes Design,Easy V,783000
2022/10/01,2022,22,Latvia,Andrea Mowry,Sophie Shawl,810888
2022/04/01,2022,22,Latvia,Sarah Schira,Make Gnome Mistake,772292
2021/11/01,2021,21,Latvia,Andrea Mowry,Leave Gnome Stone Unturned,734281
2022/08/01,2022,22,Latvia,Andrea Mowry,Choose Your Gnome Adventure,794749
2020/12/01,2020,20,Latvia,Sandnes Design,DRK Everyday Socks,658563
2022/09/01,2022,22,Latvia,Andrea Mowry,Twists & Turns: Westknits MKAL 2022,800952
2019/01/01,2019,19,Latvia,Sandnes Design,Oslo Hat - Mohair Edition,507367
2020/10/01,2020,20,Latvia,Sarah Schira,Slipstravaganza,638797
2017/08/01,2017,17,Latvia,Andrea Mowry,Never Not Gnoming,410406
2021/10/01,2021,21,Latvia,PetiteKnit,Shawlography: Westknits MKAL 2021,719770
2020/11/01,2020,20,Latvia,Sarah Schira,ADVENTure Gnome,650830
2022/07/01,2022,22,Latvia,Andrea Mowry,Sophie Scarf,793448
2018/10/01,2018,18,Latvia,Andrea Mowry,Nightshift,489063
2018/08/01,2018,18,Latvia,Anastasia Blaes,Oslo Hat,479056
2018/03/01,2018,18,Latvia,Andrea Mowry,The Shift,450988
2017/06/01,2017,17,Latvia,PetiteKnit,Anker's Summer Shirt,401635
2017/11/01,2017,17,Latvia,Caitlin Hunter,The Weekender,427123
2022/12/01,2022,22,Iceland,PetiteKnit,No. 2 Wilbur Sweater Ladies,
2022/12/01,2022,22,Iceland,Stephen West,No. 3 Wilbur Sweater Men,
2022/12/01,2022,22,Iceland,Stephen West,No. 5 Kelly Sweater w/slit in Tweed Recycled,
2022/12/01,2022,22,Iceland,Sarah Schira,No. 6 Guernsey Sweater in Tweed Recycled,
2022/12/01,2022,22,Iceland,Andrea Mowry,No. 7 Guernsey Sweater Men in Tweed Recycled,
2022/11/01,2022,22,Iceland,Sarah Schira,Ilya,821295
2022/05/01,2022,22,Iceland,Sarah Schira,Stria Hat,779815
2022/12/01,2022,22,Iceland,PetiteKnit,Yoake seen by sheep,823615
2022/12/01,2022,22,Iceland,Crazy Sock Lady Designs,ni-pullover,822674
2022/12/01,2022,22,Iceland,PetiteKnit,Zig,822953
2020/06/01,2020,20,Iceland,Sandnes Design,"Vanilla Socks on 9"" Circulars",616301
2022/02/01,2022,22,Iceland,Sarah Schira,Metamorphic,757113
2022/11/01,2022,22,Iceland,Crazy Sock Lady Designs,Bear Paw Socks,817274
2020/06/01,2020,20,Iceland,Caitlin Hunter,Vanilla Socks on Magic Loop,616297
2022/04/01,2022,22,Iceland,Sarah Schira,Inclinations Cowl,775474
2021/11/01,2021,21,Iceland,Sandnes Design,DRK Everyday Sweater,736283
2022/07/01,2022,22,Iceland,Stephen West,Alpenglow I,793713
2022/08/01,2022,22,Iceland,Sandnes Design,The Lone Skein Shawl,798891
2021/11/01,2021,21,Iceland,Andrea Mowry,Curio Socks,738062
2021/05/01,2021,21,Iceland,Joji Locatelli,Flicker & Flame,697561
2019/10/01,2019,19,Iceland,Sarah Schira,Gno Fun Like Gnome Fun,560149
2020/11/01,2020,20,Iceland,Andrea Mowry,STRIPES!,655491
2021/08/01,2021,21,Iceland,Andrea Mowry,"All Work, Gnome Play",716311
2021/04/01,2021,21,Iceland,Sandnes Design,Gnot Just Another Gnome,690984
2022/05/01,2022,22,Iceland,Andrea Mowry,Easy V,783000
2017/12/01,2017,17,Iceland,Sandnes Design,Hipster Hat,436195
2022/10/01,2022,22,Iceland,Sarah Schira,Sophie Shawl,810888
2022/04/01,2022,22,Iceland,Andrea Mowry,Make Gnome Mistake,772292
2021/11/01,2021,21,Iceland,PetiteKnit,Leave Gnome Stone Unturned,734281
2022/07/01,2022,22,Iceland,Sarah Schira,Lace & Fade Boxy,789937
2022/08/01,2022,22,Iceland,Andrea Mowry,Choose Your Gnome Adventure,794749
2020/07/01,2020,20,Iceland,eri shimizu,Nice to Gnome You,623884
2018/12/01,2018,18,Iceland,Andrea Mowry,Gnome Pun Intended,501657
2020/12/01,2020,20,Iceland,Andrea Mowry,DRK Everyday Socks,658563
2022/09/01,2022,22,Iceland,PetiteKnit,Twists & Turns: Westknits MKAL 2022,800952
2019/08/01,2019,19,Iceland,Caitlin Hunter,"Oh, Gnome, You Didn't",549033
2019/01/01,2019,19,Iceland,Joji Locatelli,Oslo Hat - Mohair Edition,507367
2020/10/01,2020,20,Iceland,Amy Christoffers,Slipstravaganza,638797
2017/08/01,2017,17,Iceland,Joji Locatelli,Never Not Gnoming,410406
2022/03/01,2022,22,Iceland,Sarah Schira,Ingrid Sweater,765040
2021/10/01,2021,21,Iceland,PetiteKnit,Shawlography: Westknits MKAL 2021,719770
2021/01/01,2021,21,Iceland,Andrea Mowry,Lightweight Hipster,666658
2020/11/01,2020,20,Iceland,Andrea Mowry,ADVENTure Gnome,650830
2022/07/01,2022,22,Iceland,Andrea Mowry,Sophie Scarf,793448
2020/03/01,2020,20,Iceland,PetiteKnit,Holiday Slipover,598135
2019/03/01,2019,19,Iceland,Sarah Schira,Soldotna Crop,520350
